Country Name,Country Code,Indicator Name,PopulationDepedency,Year
Belize,BLZ,Age dependency ratio (% of working-age population),108.9861751,1976
Bermuda,BMU,Age dependency ratio (% of working-age population),0.0,1976
Bolivia,BOL,Age dependency ratio (% of working-age population),82.10780971,1976
Brazil,BRA,Age dependency ratio (% of working-age population),77.03726719,1976
Barbados,BRB,Age dependency ratio (% of working-age population),69.97624573,1976
Brunei Darussalam,BRN,Age dependency ratio (% of working-age population),77.97885513,1976
Bhutan,BTN,Age dependency ratio (% of working-age population),85.19408979,1976
Botswana,BWA,Age dependency ratio (% of working-age population),106.2870891,1976
Central African Republic,CAF,Age dependency ratio (% of working-age population),87.26382407,1976
Canada,CAN,Age dependency ratio (% of working-age population),51.94107774,1976
Central Europe and the Baltics,CEB,Age dependency ratio (% of working-age population),52.07665123,1976
Switzerland,CHE,Age dependency ratio (% of working-age population),53.72838352,1976
Channel Islands,CHI,Age dependency ratio (% of working-age population),52.57399793,1976
Chile,CHL,Age dependency ratio (% of working-age population),67.00446246,1976
China,CHN,Age dependency ratio (% of working-age population),76.93361891,1976
Cote d'Ivoire,CIV,Age dependency ratio (% of working-age population),90.90401157,1976
Cameroon,CMR,Age dependency ratio (% of working-age population),90.72626752,1976
"Congo, Dem. Rep.",COD,Age dependency ratio (% of working-age population),89.98905085,1976
"Congo, Rep.",COG,Age dependency ratio (% of working-age population),95.73840372,1976
Colombia,COL,Age dependency ratio (% of working-age population),85.05927768,1976
Comoros,COM,Age dependency ratio (% of working-age population),91.74362856,1976
Cabo Verde,CPV,Age dependency ratio (% of working-age population),114.4706682,1976
Costa Rica,CRI,Age dependency ratio (% of working-age population),76.14593837,1976
Caribbean small states,CSS,Age dependency ratio (% of working-age population),89.8954594,1976
Cuba,CUB,Age dependency ratio (% of working-age population),77.60004075,1976
Curacao,CUW,Age dependency ratio (% of working-age population),69.18521035,1976
Cayman Islands,CYM,Age dependency ratio (% of working-age population),0.0,1976
Cyprus,CYP,Age dependency ratio (% of working-age population),58.28161786,1976
Czech Republic,CZE,Age dependency ratio (% of working-age population),55.45451991,1976
Germany,DEU,Age dependency ratio (% of working-age population),56.62499968,1976
Djibouti,DJI,Age dependency ratio (% of working-age population),98.99444382,1976
Dominica,DMA,Age dependency ratio (% of working-age population),0.0,1976
Denmark,DNK,Age dependency ratio (% of working-age population),56.23795897,1976
Dominican Republic,DOM,Age dependency ratio (% of working-age population),91.17688411,1976
Algeria,DZA,Age dependency ratio (% of working-age population),101.5385216,1976
East Asia & Pacific (excluding high income),EAP,Age dependency ratio (% of working-age population),79.21315514,1976
Early-demographic dividend,EAR,Age dependency ratio (% of working-age population),83.26543454,1976
East Asia & Pacific,EAS,Age dependency ratio (% of working-age population),76.05143044,1976
Europe & Central Asia (excluding high income),ECA,Age dependency ratio (% of working-age population),57.91610393,1976
Europe & Central Asia,ECS,Age dependency ratio (% of working-age population),57.46876969,1976
Ecuador,ECU,Age dependency ratio (% of working-age population),89.98144271,1976
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),83.22785138,1976
Euro area,EMU,Age dependency ratio (% of working-age population),57.91557118,1976
Eritrea,ERI,Age dependency ratio (% of working-age population),88.20607156,1976
Spain,ESP,Age dependency ratio (% of working-age population),60.51811313,1976
Estonia,EST,Age dependency ratio (% of working-age population),51.81573422,1976
Ethiopia,ETH,Age dependency ratio (% of working-age population),91.45390047,1976
European Union,EUU,Age dependency ratio (% of working-age population),56.45219364,1976
Fragile and conflict affected situations,FCS,Age dependency ratio (% of working-age population),90.41359804,1976
Finland,FIN,Age dependency ratio (% of working-age population),48.20322915,1976
Fiji,FJI,Age dependency ratio (% of working-age population),73.89841244,1976
France,FRA,Age dependency ratio (% of working-age population),59.83408218,1976
Faroe Islands,FRO,Age dependency ratio (% of working-age population),0.0,1976
"Micronesia, Fed. Sts.",FSM,Age dependency ratio (% of working-age population),105.7116374,1976
Gabon,GAB,Age dependency ratio (% of working-age population),78.67846694,1976
United Kingdom,GBR,Age dependency ratio (% of working-age population),59.73239325,1976
Georgia,GEO,Age dependency ratio (% of working-age population),56.60455475,1976
Ghana,GHA,Age dependency ratio (% of working-age population),98.21772115,1976
Gibraltar,GIB,Age dependency ratio (% of working-age population),0.0,1976
Guinea,GIN,Age dependency ratio (% of working-age population),82.82340081,1976
"Gambia, The",GMB,Age dependency ratio (% of working-age population),82.98931871,1976
Guinea-Bissau,GNB,Age dependency ratio (% of working-age population),82.61972318,1976
Equatorial Guinea,GNQ,Age dependency ratio (% of working-age population),76.25956043,1976
Greece,GRC,Age dependency ratio (% of working-age population),57.13794391,1976
Grenada,GRD,Age dependency ratio (% of working-age population),93.94639752,1976
Greenland,GRL,Age dependency ratio (% of working-age population),0.0,1976
Guatemala,GTM,Age dependency ratio (% of working-age population),94.83681052,1976
Guam,GUM,Age dependency ratio (% of working-age population),62.89793688,1976
Guyana,GUY,Age dependency ratio (% of working-age population),91.16621121,1976
High income,HIC,Age dependency ratio (% of working-age population),56.53485402,1976
"Hong Kong SAR, China",HKG,Age dependency ratio (% of working-age population),55.80438583,1976
Honduras,HND,Age dependency ratio (% of working-age population),103.2344149,1976
Heavily indebted poor countries (HIPC),HPC,Age dependency ratio (% of working-age population),92.93301781,1976
Croatia,HRV,Age dependency ratio (% of working-age population),49.06037362,1976
Haiti,HTI,Age dependency ratio (% of working-age population),80.98559683,1976
Hungary,HUN,Age dependency ratio (% of working-age population),49.93995994,1976
IBRD only,IBD,Age dependency ratio (% of working-age population),76.46888804,1976
IDA & IBRD total,IBT,Age dependency ratio (% of working-age population),79.12678106,1976
IDA total,IDA,Age dependency ratio (% of working-age population),91.72687369,1976
IDA blend,IDB,Age dependency ratio (% of working-age population),90.84484522,1976
Indonesia,IDN,Age dependency ratio (% of working-age population),84.56491241,1976
IDA only,IDX,Age dependency ratio (% of working-age population),92.1468156,1976
Isle of Man,IMN,Age dependency ratio (% of working-age population),0.0,1976
India,IND,Age dependency ratio (% of working-age population),76.99984075,1976
Not classified,INX,Age dependency ratio (% of working-age population),0.0,1976
Ireland,IRL,Age dependency ratio (% of working-age population),71.42525884,1976
"Iran, Islamic Rep.",IRN,Age dependency ratio (% of working-age population),86.82832179,1976
Iraq,IRQ,Age dependency ratio (% of working-age population),102.6972951,1976
Iceland,ISL,Age dependency ratio (% of working-age population),63.63143108,1976
Israel,ISR,Age dependency ratio (% of working-age population),68.57910669,1976
Italy,ITA,Age dependency ratio (% of working-age population),57.12305742,1976
Jamaica,JAM,Age dependency ratio (% of working-age population),97.10797458,1976
Jordan,JOR,Age dependency ratio (% of working-age population),105.0321814,1976
Japan,JPN,Age dependency ratio (% of working-age population),47.94635892,1976
Kazakhstan,KAZ,Age dependency ratio (% of working-age population),66.46750584,1976
Kenya,KEN,Age dependency ratio (% of working-age population),112.5945637,1976
Kyrgyz Republic,KGZ,Age dependency ratio (% of working-age population),82.44444155,1976
Cambodia,KHM,Age dependency ratio (% of working-age population),86.31011869,1976
Kiribati,KIR,Age dependency ratio (% of working-age population),79.52487961,1976
St. Kitts and Nevis,KNA,Age dependency ratio (% of working-age population),0.0,1976
"Korea, Rep.",KOR,Age dependency ratio (% of working-age population),70.05492977,1976
Kuwait,KWT,Age dependency ratio (% of working-age population),85.43110367,1976
Latin America & Caribbean (excluding high income),LAC,Age dependency ratio (% of working-age population),83.52392046,1976
Lao PDR,LAO,Age dependency ratio (% of working-age population),86.05154634,1976
Lebanon,LBN,Age dependency ratio (% of working-age population),80.75430059,1976
Liberia,LBR,Age dependency ratio (% of working-age population),91.260729,1976
Libya,LBY,Age dependency ratio (% of working-age population),103.9900534,1976
St. Lucia,LCA,Age dependency ratio (% of working-age population),104.0432802,1976
Latin America & Caribbean,LCN,Age dependency ratio (% of working-age population),82.6099118,1976
Least developed countries: UN classification,LDC,Age dependency ratio (% of working-age population),91.63142383,1976
Low income,LIC,Age dependency ratio (% of working-age population),91.95927733,1976
Liechtenstein,LIE,Age dependency ratio (% of working-age population),0.0,1976
Sri Lanka,LKA,Age dependency ratio (% of working-age population),70.33736973,1976
Lower middle income,LMC,Age dependency ratio (% of working-age population),82.36025789,1976
Low & middle income,LMY,Age dependency ratio (% of working-age population),79.47781583,1976
Lesotho,LSO,Age dependency ratio (% of working-age population),100.671361,1976
Late-demographic dividend,LTE,Age dependency ratio (% of working-age population),73.73807018,1976
Lithuania,LTU,Age dependency ratio (% of working-age population),56.78112671,1976
Luxembourg,LUX,Age dependency ratio (% of working-age population),50.44123412,1976
Latvia,LVA,Age dependency ratio (% of working-age population),51.37385711,1976
"Macao SAR, China",MAC,Age dependency ratio (% of working-age population),48.09854487,1976
St. Martin (French part),MAF,Age dependency ratio (% of working-age population),0.0,1976
Morocco,MAR,Age dependency ratio (% of working-age population),95.21740404,1976
Monaco,MCO,Age dependency ratio (% of working-age population),0.0,1976
Moldova,MDA,Age dependency ratio (% of working-age population),55.04749938,1976
Madagascar,MDG,Age dependency ratio (% of working-age population),98.63470537,1976
Maldives,MDV,Age dependency ratio (% of working-age population),93.11818207,1976
Middle East & North Africa,MEA,Age dependency ratio (% of working-age population),91.41368912,1976
Mexico,MEX,Age dependency ratio (% of working-age population),98.71132653,1976
Marshall Islands,MHL,Age dependency ratio (% of working-age population),0.0,1976
Middle income,MIC,Age dependency ratio (% of working-age population),78.63338138,1976
North Macedonia,MKD,Age dependency ratio (% of working-age population),58.42168247,1976
Mali,MLI,Age dependency ratio (% of working-age population),86.13016288,1976
Malta,MLT,Age dependency ratio (% of working-age population),54.13005893,1976
Myanmar,MMR,Age dependency ratio (% of working-age population),83.87024192,1976
Middle East & North Africa (excluding high income),MNA,Age dependency ratio (% of working-age population),92.44822671,1976
Montenegro,MNE,Age dependency ratio (% of working-age population),60.10396173,1976
Mongolia,MNG,Age dependency ratio (% of working-age population),100.481012,1976
Northern Mariana Islands,MNP,Age dependency ratio (% of working-age population),0.0,1976
